Period,Fund name,ABN,Merger,Merged,Acquirer,Fund type,25,34,44,49,54,59,64,69,74,84,85%,1000,24999,49000,99999,199999,499999,999999,1000000,cash,fi,equity,prop,infra,comm,Other,NtOuRt,1YrRet,TtlAst
2020,MLC Super Fund,70732426024,0,0,0,Retail,0.0,0.06,0.18,0.14,0.15,0.15,0.12,0.08,0.06,0.05,0.0,0.31,0.28,0.1,0.12,0.1,0.07,0.01,0.0,0.14,0.16,0.57,0.07,0.02,0.0,0.03,1.805,-0.023,74784933
2020,MLC Superannuation Fund,40022701955,0,0,0,Retail,0.0,0.0,0.03,0.04,0.06,0.11,0.2,0.23,0.18,0.15,0.01,0.09,0.11,0.07,0.13,0.19,0.25,0.11,0.04,0.18,0.16,0.56,0.04,0.02,0.0,0.03,0.907,-0.029,20297855
2020,MyLifeMyMoney Superannuation Fund,50237896957,0,0,0,Industry,0.0,0.03,0.08,0.08,0.12,0.17,0.21,0.17,0.1,0.05,0.0,0.1,0.28,0.11,0.15,0.16,0.14,0.05,0.01,0.16,0.13,0.53,0.08,0.09,0.0,0.02,1.035,0.003,10149366
2020,National Mutual Pro-Super Fund,46208334003,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,National Mutual Retirement Fund,76746741299,0,0,0,Retail,0.0,0.02,0.06,0.09,0.18,0.25,0.22,0.09,0.04,0.03,0.01,0.21,0.49,0.14,0.1,0.04,0.01,0.0,0.0,0.01,0.49,0.37,0.1,0.02,0.0,0.01,0.097,0.014,6508256
2020,NESS Super,72229227691,0,0,0,Industry,0.02,0.17,0.27,0.14,0.12,0.13,0.1,0.04,0.02,0.0,0.0,0.09,0.39,0.15,0.16,0.14,0.07,0.0,0.0,0.08,0.17,0.54,0.19,0.02,0.0,0.0,0.955,-0.022,813324
2020,Netwealth Superannuation Master Fund,94573747704,0,0,0,Retail,0.0,0.02,0.09,0.08,0.09,0.13,0.19,0.18,0.12,0.09,0.01,0.03,0.12,0.12,0.2,0.23,0.21,0.07,0.02,0.17,0.2,0.58,0.04,0.0,0.0,0.02,0.324,-0.025,11723604
2020,NGS Super,73549180515,0,0,0,Industry,0.0,0.04,0.14,0.12,0.13,0.16,0.18,0.13,0.07,0.03,0.0,0.11,0.31,0.12,0.16,0.16,0.11,0.03,0.0,0.11,0.17,0.51,0.11,0.11,0.0,0.0,0.832,-0.007,11642663
2020,Oasis Superannuation Master Trust,81154851339,0,0,0,Retail,0.0,0.01,0.05,0.06,0.09,0.12,0.17,0.19,0.16,0.14,0.01,0.06,0.22,0.13,0.18,0.18,0.16,0.06,0.02,0.17,0.2,0.53,0.05,0.02,0.0,0.03,4.958,-0.022,3883856
2020,OneSuper,43905581638,0,0,0,Retail,0.01,0.06,0.17,0.16,0.17,0.16,0.15,0.07,0.04,0.0,0.0,0.28,0.39,0.14,0.12,0.06,0.0,0.0,0.0,0.15,0.45,0.35,0.03,0.02,0.0,0.0,2.289,-0.014,169105
2020,Perpetual Super Wrap,22897174641,0,0,0,Retail,0.27,0.18,0.07,0.05,0.05,0.06,0.08,0.09,0.08,0.06,0.01,0.02,0.06,0.02,0.04,0.1,0.28,0.23,0.25,0.14,0.22,0.55,0.07,0.01,0.0,0.01,0.947,-0.019,1532388
2020,Perpetual WealthFocus Superannuation Fund,41772007500,0,0,0,Retail,0.0,0.01,0.09,0.1,0.12,0.15,0.13,0.11,0.11,0.15,0.02,0.02,0.18,0.18,0.24,0.22,0.13,0.02,0.0,0.13,0.11,0.68,0.06,0.01,0.0,0.01,4.98,-0.048,1522494
2020,Perpetual's Select Superannuation Fund,51068260563,0,0,0,Retail,0.07,0.08,0.16,0.09,0.09,0.11,0.09,0.09,0.08,0.13,0.02,0.12,0.33,0.14,0.15,0.13,0.09,0.02,0.01,0.19,0.21,0.48,0.09,0.02,0.0,0.01,3.288,-0.012,1330478
2020,Personal Choice Private Fund,50159477169,0,0,0,Retail,0.0,0.0,0.04,0.06,0.06,0.11,0.21,0.23,0.17,0.12,0.0,0.0,0.09,0.07,0.16,0.27,0.29,0.08,0.0,0.18,0.2,0.5,0.05,0.01,0.0,0.05,2.765,-0.035,234651
2020,Powerwrap Master Plan,82890650204,0,0,0,Retail,0.0,0.0,0.09,0.07,0.08,0.18,0.15,0.11,0.18,0.1,0.0,0.0,0.14,0.13,0.23,0.25,0.18,0.04,0.0,0.24,0.2,0.48,0.06,0.0,0.0,0.02,4.653,-0.02,139850
2020,Praemium SMA Superannuation Fund,75703857864,0,0,0,Retail,0.0,0.02,0.11,0.09,0.1,0.14,0.18,0.19,0.1,0.07,0.01,0.05,0.08,0.1,0.19,0.25,0.24,0.07,0.02,0.24,0.2,0.54,0.03,0.0,0.0,0.0,0.377,-0.009,1529294
2020,Premiumchoice Retirement Service,70479285132,0,0,0,Retail,0.0,0.01,0.06,0.07,0.08,0.13,0.19,0.21,0.15,0.09,0.0,0.08,0.12,0.08,0.16,0.21,0.23,0.07,0.04,0.17,0.18,0.57,0.03,0.04,0.0,0.01,0.778,-0.019,451514
2020,Prime Super,60562335823,0,0,0,Industry,0.02,0.1,0.18,0.13,0.14,0.16,0.14,0.08,0.04,0.02,0.0,0.25,0.4,0.11,0.12,0.08,0.03,0.0,0.0,0.18,0.15,0.45,0.09,0.13,0.0,0.0,0.998,-0.001,5244190
2020,Public Sector Superannuation Accumulation Plan,65127917725,0,0,0,Public Sector,0.01,0.17,0.36,0.13,0.12,0.11,0.07,0.03,0.01,0.0,0.0,0.04,0.23,0.13,0.17,0.27,0.16,0.01,0.0,0.16,0.15,0.48,0.1,0.03,0.0,0.09,0.41,-0.007,15556947
2020,Public Sector Superannuation Scheme,74172177893,0,0,0,Public Sector,0.0,0.0,0.09,0.14,0.18,0.22,0.18,0.11,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.49,0.1,0.03,0.0,0.1,1.319,-0.007737151059434433,87289998
2020,Qantas Superannuation Plan,41272198829,0,0,0,Corporate,0.0,0.02,0.1,0.15,0.2,0.25,0.18,0.06,0.03,0.0,0.0,0.03,0.18,0.09,0.13,0.15,0.26,0.13,0.03,0.13,0.3,0.41,0.02,0.05,0.07,0.02,1.508,-0.004,8445327
2020,Rei Super,76641658449,0,0,0,Industry,0.01,0.11,0.25,0.15,0.14,0.12,0.1,0.07,0.04,0.0,0.0,0.09,0.37,0.16,0.18,0.14,0.05,0.0,0.0,0.17,0.11,0.61,0.1,0.0,0.0,0.01,1.156,-0.022,1653060
2020,Retail Employees Superannuation Trust,62653671394,0,0,0,Industry,0.05,0.21,0.22,0.11,0.11,0.11,0.09,0.06,0.03,0.02,0.0,0.22,0.48,0.13,0.1,0.05,0.02,0.0,0.0,0.11,0.24,0.47,0.1,0.07,0.0,0.0,1.015,-0.015,55972280
2020,Retirement Portfolio Service,61808189263,1,0,0,Retail,0.01,0.07,0.18,0.12,0.12,0.12,0.12,0.11,0.09,0.07,0.01,0.44,0.25,0.09,0.09,0.07,0.04,0.01,0.0,0.12,0.23,0.57,0.06,0.02,0.0,0.01,1.799,-0.02,35116732
2020,Retirement Wrap,39827542991,0,0,0,Retail,0.0,0.06,0.14,0.1,0.11,0.13,0.14,0.13,0.1,0.08,0.01,0.21,0.32,0.13,0.13,0.11,0.08,0.02,0.01,0.11,0.2,0.55,0.06,0.01,0.01,0.05,0.732,-0.031,70958369
2020,Russell Investments Master Trust,89384753567,0,0,0,Retail,0.0,0.04,0.17,0.15,0.17,0.19,0.14,0.07,0.04,0.02,0.0,0.1,0.31,0.12,0.15,0.14,0.13,0.04,0.01,0.09,0.23,0.55,0.1,0.04,0.0,0.0,1.919,-0.012,8847396
2020,Smart Future Trust,68964712340,0,0,0,Retail,0.0,0.07,0.21,0.16,0.16,0.16,0.12,0.06,0.03,0.02,0.0,0.7,0.13,0.05,0.05,0.04,0.03,0.0,0.0,0.08,0.24,0.58,0.06,0.04,0.0,0.0,1.069,-0.012,4997215
2020,SMF Eligible Rollover Fund,82810851250,0,0,0,Retail - ERF,0.0,0.01,0.17,0.2,0.22,0.21,0.13,0.04,0.01,0.0,0.0,0.33,0.54,0.09,0.03,0.0,0.0,0.0,0.0,0.25,0.4,0.16,0.09,0.0,0.0,0.1,143.685,0.006,37609
2020,Spirit Super,74559365913,0,0,0,Industry,0.01,0.12,0.23,0.16,0.15,0.13,0.1,0.05,0.03,0.02,0.0,0.1,0.36,0.16,0.18,0.16,0.05,0.0,0.0,0.13,0.14,0.52,0.1,0.11,0.0,0.0,0.969,-0.015,12625178
2020,SPSL Master Trust,98350952022,0,0,0,Retail,0.01,0.07,0.18,0.14,0.15,0.14,0.11,0.07,0.06,0.06,0.01,0.41,0.26,0.11,0.11,0.07,0.04,0.01,0.0,0.16,0.22,0.52,0.06,0.03,0.0,0.01,1.643,-0.012,6407131
2020,Star Portfolio Superannuation Fund,24276733959,0,0,0,Retail,0.0,0.0,0.02,0.04,0.05,0.09,0.21,0.28,0.22,0.09,0.0,0.0,0.05,0.0,0.12,0.25,0.37,0.13,0.04,0.14,0.22,0.46,0.05,0.05,0.0,0.08,13.841,-0.022,410933
2020,Statewide Superannuation Trust,54145196298,0,0,0,Industry,0.01,0.07,0.16,0.12,0.14,0.16,0.16,0.1,0.05,0.03,0.0,0.18,0.35,0.12,0.15,0.12,0.06,0.01,0.0,0.18,0.14,0.56,0.09,0.01,0.0,0.02,0.886,-0.014,9868286
2020,Sunsuper Superannuation Fund,98503137921,0,0,0,Industry,0.01,0.12,0.23,0.14,0.14,0.14,0.11,0.07,0.03,0.01,0.0,0.26,0.39,0.11,0.11,0.08,0.04,0.01,0.0,0.09,0.19,0.53,0.1,0.06,0.0,0.04,0.706,-0.021,74640365
2020,Super Retirement Fund,40328908469,0,0,0,Retail,0.0,0.0,0.05,0.1,0.17,0.21,0.18,0.09,0.05,0.09,0.06,0.06,0.42,0.2,0.18,0.1,0.04,0.0,0.0,0.17,0.16,0.51,0.04,0.06,0.0,0.06,5.373,-0.003,2964534
2020,Super Safeguard Fund,13917747013,0,0,0,Retail - ERF,0.0,0.04,0.15,0.2,0.16,0.14,0.18,0.11,0.01,0.0,0.0,0.96,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.51,0.2,0.01,0.0,0.0,0.03,16.802,0.168,10460
2020,SuperTrace Superannuation Fund,73703878235,0,0,0,Retail - ERF,0.0,0.02,0.14,0.21,0.23,0.2,0.13,0.05,0.01,0.0,0.0,0.53,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.25,0.38,0.2,0.05,0.07,0.0,0.06,11.997,0.008,664918
2020,Symetry Personal Retirement Fund,24685968122,0,0,0,Retail,0.0,0.0,0.02,0.03,0.06,0.09,0.15,0.17,0.22,0.23,0.02,0.03,0.13,0.11,0.18,0.23,0.23,0.07,0.02,0.15,0.26,0.48,0.09,0.0,0.0,0.02,8.196,-0.036,1382768
2020,Tasplan Superannuation Fund,14602032302,0,0,0,Industry,0.01,0.08,0.18,0.12,0.13,0.15,0.15,0.1,0.05,0.03,0.0,0.12,0.34,0.14,0.16,0.15,0.08,0.01,0.0,0.16,0.15,0.49,0.11,0.07,0.0,0.01,0.858,0.006,11539877
2020,Telstra Superannuation Scheme,85502108833,0,0,0,Corporate,0.0,0.02,0.09,0.11,0.15,0.18,0.18,0.16,0.07,0.02,0.0,0.06,0.18,0.1,0.15,0.17,0.22,0.09,0.02,0.06,0.31,0.42,0.15,0.05,0.0,0.01,1.446,-0.013,21777579
2020,The Bendigo Superannuation Plan,57526653420,0,0,0,Retail,0.01,0.04,0.09,0.07,0.08,0.12,0.18,0.22,0.11,0.05,0.0,0.24,0.31,0.11,0.13,0.12,0.07,0.01,0.0,0.17,0.3,0.47,0.05,0.0,0.0,0.01,1.393,-0.002,1465762
2020,The State Bank Supersafe Approved Deposit Fund,30152006147,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.33,0.62,0.0,0.0,0.0,0.0,0.0,0.69,0.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,5060
2020,The Super Money Eligible Rollover Fund (SMERF),94334023289,0,0,0,Retail - ERF,0.0,0.02,0.17,0.21,0.22,0.2,0.11,0.04,0.01,0.0,0.01,0.87,0.11,0.01,0.01,0.0,0.0,0.0,0.0,0.05,0.28,0.57,0.06,0.05,0.0,0.0,29.774,0.002,34792
2020,The Towers Watson Superannuation Fund,93268215348,0,0,0,Retail,0.0,0.04,0.24,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.13,0.0,0.0,0.14,0.12,0.0,0.0,0.11,0.33,0.4,0.05,0.0,0.0,0.11,0.89,0.004,37983
2020,The University of Wollongong Professorial Superannuation Scheme,68672265781,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020,Tidswell Master Superannuation Plan,34300938877,0,0,0,Retail,0.02,0.2,0.38,0.12,0.09,0.09,0.06,0.02,0.01,0.0,0.0,0.48,0.33,0.08,0.07,0.03,0.01,0.0,0.0,0.17,0.12,0.63,0.06,0.02,0.0,0.0,1.072,0.04,686470
2020,Toyota Super,58208377062,0,1,equipsuper,Corporate,0.0,0.03,0.15,0.16,0.21,0.24,0.14,0.05,0.0,0.0,0.0,0.02,0.21,0.09,0.15,0.22,0.24,0.06,0.01,0.14,0.23,0.5,0.05,0.0,0.0,0.08,2.371,-0.014,829054
2020,TWU Superannuation Fund,77343563307,0,0,0,Industry,0.01,0.06,0.16,0.14,0.17,0.2,0.15,0.08,0.03,0.0,0.0,0.18,0.37,0.12,0.15,0.15,0.04,0.0,0.0,0.1,0.15,0.52,0.08,0.09,0.0,0.05,1.245,-0.012,5601412
2020,Ultimate Superannuation Fund,97900294767,0,0,0,Retail,0.0,0.01,0.06,0.06,0.06,0.09,0.19,0.22,0.18,0.14,0.01,0.0,0.06,0.1,0.2,0.26,0.26,0.09,0.0,0.13,0.27,0.5,0.06,0.01,0.0,0.01,2.326,-0.024,301731
2020,Unisuper,91385943850,0,0,0,Industry,0.0,0.04,0.13,0.1,0.12,0.16,0.17,0.13,0.09,0.06,0.0,0.2,0.24,0.09,0.11,0.13,0.14,0.06,0.03,0.12,0.14,0.49,0.1,0.14,0.0,0.0,0.476,-0.011,85492790
2020,WA Local Government Superannuation Plan,18159499614,0,1,Aware Super,Public Sector,0.01,0.07,0.15,0.12,0.14,0.17,0.16,0.11,0.06,0.0,0.0,0.11,0.35,0.13,0.15,0.14,0.09,0.02,0.0,0.13,0.24,0.38,0.11,0.08,0.0,0.05,0.899,0.011,4042020
2020,Wealth Personal Superannuation and Pension Fund,92381911598,0,0,0,Retail,0.0,0.02,0.06,0.06,0.08,0.12,0.19,0.21,0.15,0.11,0.01,0.21,0.14,0.09,0.15,0.18,0.17,0.05,0.01,0.14,0.21,0.53,0.06,0.02,0.0,0.03,0.755,-0.025,45854178
2020,Westpac Mastertrust - Superannuation Division,81236903448,0,0,0,Retail,0.0,0.0,0.03,0.09,0.13,0.17,0.14,0.09,0.09,0.19,0.07,0.01,0.35,0.21,0.23,0.14,0.05,0.0,0.0,0.22,0.12,0.58,0.06,0.0,0.0,0.02,15.196,0.095,813643
2020,Westpac Personal Superannuation Fund,36369876939,0,0,0,Retail,0.0,0.0,0.0,0.07,0.16,0.24,0.24,0.15,0.08,0.05,0.0,0.15,0.39,0.18,0.16,0.09,0.0,0.0,0.0,0.3,0.11,0.55,0.04,0.0,0.0,0.0,3.122,-0.028,312773
2020,Zurich Master Superannuation Fund,33632838393,0,0,0,Retail,0.0,0.0,0.05,0.09,0.16,0.25,0.2,0.1,0.06,0.07,0.01,0.01,0.32,0.22,0.22,0.15,0.06,0.0,0.0,0.06,0.3,0.57,0.04,0.02,0.0,0.01,4.004,-0.029,932007
2019,Advance Retirement Suite,95068282166,0,0,0,Retail,0.0,0.0,0.04,0.12,0.2,0.24,0.16,0.09,0.06,0.07,0.02,0.0,0.39,0.22,0.19,0.12,0.04,0.0,0.0,0.11,0.16,0.62,0.07,0.0,0.01,0.03,6.14,0.059,244175
2019,Alcoa of Australia Retirement Plan,80928800255,0,0,0,Corporate,0.0,0.02,0.08,0.11,0.17,0.26,0.2,0.1,0.05,0.0,0.0,0.01,0.07,0.04,0.07,0.15,0.36,0.25,0.05,0.16,0.28,0.46,0.08,0.02,0.0,0.0,1.975,0.053,2266129
2019,AMG Super,30099320583,0,0,0,Retail,0.01,0.09,0.19,0.1,0.1,0.11,0.12,0.13,0.08,0.05,0.01,0.28,0.42,0.1,0.09,0.06,0.04,0.01,0.0,0.19,0.11,0.63,0.06,0.01,0.0,0.0,0.246,0.073,1233417
2019,AMP Eligible Rollover Fund,32931224407,0,0,0,Retail - ERF,0.0,0.02,0.19,0.2,0.18,0.18,0.12,0.08,0.02,0.01,0.0,0.73,0.23,0.02,0.01,0.0,0.0,0.0,0.0,0.07,0.77,0.1,0.05,0.01,0.0,0.0,2.06,0.024,1314606
2019,AMP Retirement Trust,73310248809,0,0,0,Retail,0.01,0.04,0.12,0.08,0.09,0.11,0.18,0.18,0.13,0.05,0.0,0.36,0.28,0.08,0.1,0.1,0.06,0.01,0.0,0.09,0.23,0.5,0.08,0.01,0.0,0.08,1.975,0.068,16662339
2019,AMP Super Fund,78421957449,0,0,0,Retail,0.01,0.09,0.21,0.16,0.16,0.16,0.11,0.05,0.02,0.01,0.0,0.41,0.42,0.08,0.06,0.03,0.01,0.0,0.0,0.02,0.32,0.53,0.07,0.01,0.0,0.04,2.233,0.054,3298474
2019,AMP Superannuation Savings Trust,76514770399,0,0,0,Retail,0.01,0.06,0.17,0.13,0.14,0.14,0.09,0.04,0.03,0.03,0.0,0.34,0.36,0.09,0.08,0.06,0.03,0.0,0.04,0.04,0.24,0.55,0.08,0.02,0.0,0.07,2.202,0.06,55494937
2019,Aracon Superannuation Fund,40586548205,0,0,0,Retail,0.0,0.0,0.01,0.02,0.03,0.05,0.14,0.24,0.24,0.24,0.0,0.0,0.15,0.08,0.14,0.17,0.26,0.12,0.0,0.17,0.39,0.38,0.0,0.03,0.0,0.03,1.399,0.044,335477
2019,ASGARD Independence Plan Division Two,90194410365,0,0,0,Retail,0.0,0.04,0.11,0.08,0.09,0.12,0.15,0.16,0.14,0.11,0.0,0.2,0.24,0.11,0.14,0.15,0.12,0.03,0.01,0.09,0.24,0.52,0.07,0.01,0.01,0.05,1.757,0.062,23022510
2019,Australia Post Superannuation Scheme,42045077895,0,0,0,Public Sector,0.0,0.01,0.08,0.11,0.18,0.26,0.2,0.1,0.04,0.0,0.0,0.01,0.05,0.06,0.2,0.26,0.32,0.08,0.01,0.15,0.32,0.45,0.03,0.03,0.0,0.03,2.763,0.065,8043540
2019,Australian Catholic Superannuation and Retirement Fund,24680629023,0,0,0,Industry,0.0,0.05,0.12,0.1,0.12,0.16,0.19,0.14,0.08,0.03,0.0,0.14,0.27,0.12,0.16,0.16,0.11,0.03,0.0,0.11,0.21,0.43,0.11,0.11,0.0,0.03,0.892,0.056,9576794
2019,Australian Defence Force Superannuation Scheme,90302247344,0,0,0,Public Sector,0.45,0.34,0.1,0.04,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.08,0.69,0.17,0.04,0.01,0.0,0.0,0.0,0.09,0.13,0.52,0.1,0.01,0.0,0.14,0.047,0.084,301698
2019,Australian Eligible Rollover Fund,81932639940,0,0,0,Retail - ERF,0.0,0.04,0.22,0.23,0.21,0.16,0.1,0.02,0.01,0.01,0.0,0.68,0.31,0.01,0.0,0.0,0.0,0.0,0.0,0.26,0.48,0.19,0.01,0.01,0.0,0.05,9.849,0.022,570846
2019,Australian Ethical Retail Superannuation Fund,49633667743,0,0,0,Retail,0.01,0.14,0.29,0.14,0.12,0.11,0.09,0.06,0.03,0.01,0.0,0.15,0.38,0.16,0.16,0.1,0.04,0.01,0.0,0.03,0.23,0.68,0.06,0.0,0.0,0.0,0.35,0.1,2319971
2019,Australian Meat Industry Superannuation Trust,28342064803,0,0,0,Industry,0.02,0.14,0.24,0.15,0.14,0.14,0.1,0.05,0.02,0.01,0.0,0.2,0.47,0.12,0.11,0.07,0.02,0.0,0.0,0.1,0.12,0.58,0.16,0.05,0.0,0.0,0.652,0.062,2863160
2019,Australian Retirement Trust,60905115063,0,0,0,Public Sector,0.0,0.06,0.15,0.12,0.14,0.17,0.16,0.11,0.06,0.03,0.0,0.08,0.21,0.1,0.14,0.18,0.2,0.07,0.02,0.07,0.37,0.33,0.07,0.11,0.0,0.05,0.613,0.0937355219345911,115308453
2019,AustralianSuper,65714394898,0,0,0,Industry,0.01,0.09,0.19,0.13,0.13,0.15,0.14,0.1,0.05,0.02,0.0,0.11,0.39,0.13,0.14,0.13,0.08,0.02,0.0,0.08,0.21,0.53,0.07,0.1,0.0,0.0,0.345,0.084,172409105
2019,Australia's Unclaimed Super Fund,85945681973,0,0,0,Retail - ERF,0.03,0.22,0.28,0.16,0.12,0.1,0.05,0.03,0.01,0.0,0.0,0.59,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.37,0.33,0.01,0.0,0.0,0.01,0.097,0.043,1370860
2019,Avanteos Superannuation Trust,38876896681,0,0,0,Retail,0.0,0.01,0.03,0.04,0.06,0.12,0.2,0.23,0.17,0.13,0.01,0.03,0.09,0.07,0.13,0.2,0.29,0.15,0.05,0.14,0.21,0.53,0.06,0.02,0.0,0.04,0.857,0.067,9497641
2019,AvSuper Fund,84421446069,0,0,0,Public Sector,0.0,0.04,0.11,0.14,0.14,0.24,0.16,0.12,0.05,0.0,0.0,0.01,0.11,0.06,0.13,0.21,0.23,0.15,0.09,0.11,0.3,0.45,0.08,0.04,0.0,0.02,1.124,0.053,2501815
2019,AvWrap Retirement Service,82004832237,0,0,0,Retail,0.0,0.0,0.02,0.03,0.04,0.1,0.24,0.19,0.16,0.2,0.0,0.03,0.05,0.05,0.1,0.19,0.33,0.18,0.08,0.15,0.23,0.47,0.07,0.03,0.0,0.05,1.93,0.061,437700
2019,Aware Super,53226460365,0,0,0,Public Sector,0.0,0.05,0.14,0.11,0.11,0.14,0.17,0.14,0.08,0.04,0.0,0.11,0.26,0.12,0.16,0.19,0.14,0.03,0.0,0.11,0.27,0.47,0.08,0.03,0.0,0.03,0.188,0.066,103129286
2019,Boc Gases Superannuation Fund,49620344668,0,0,0,Corporate,0.0,0.03,0.12,0.12,0.16,0.22,0.15,0.11,0.05,0.0,0.0,0.0,0.14,0.11,0.17,0.22,0.25,0.09,0.0,0.15,0.2,0.45,0.1,0.04,0.0,0.05,1.601,0.061,753537
2019,Building Unions Superannuation Scheme (Queensland),85571332201,0,0,0,Industry,0.01,0.13,0.24,0.14,0.13,0.13,0.11,0.06,0.03,0.01,0.0,0.12,0.39,0.13,0.15,0.14,0.07,0.01,0.0,0.1,0.16,0.44,0.13,0.13,0.01,0.02,0.881,0.048,5090689
2019,Care Super,98172275725,0,0,0,Industry,0.01,0.07,0.19,0.14,0.14,0.15,0.13,0.09,0.04,0.02,0.0,0.13,0.4,0.12,0.14,0.13,0.06,0.01,0.0,0.16,0.15,0.5,0.13,0.06,0.0,0.01,0.62,0.064,19915651
2019,Challenger Retirement Fund,87883998803,0,0,0,Retail,0.0,0.0,0.0,0.01,0.01,0.04,0.17,0.24,0.25,0.22,0.05,0.01,0.18,0.13,0.21,0.22,0.2,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.329,0.042,638860
2019,Christian Super,66628776348,0,0,0,Industry,0.01,0.07,0.19,0.13,0.14,0.15,0.16,0.09,0.04,0.0,0.0,0.16,0.35,0.14,0.16,0.12,0.05,0.0,0.0,0.04,0.3,0.5,0.09,0.05,0.0,0.01,0.592,0.058,1670023
2019,ClearView Retirement Plan,45828721007,0,0,0,Retail,0.0,0.01,0.03,0.04,0.06,0.09,0.15,0.2,0.21,0.21,0.01,0.7,0.06,0.05,0.07,0.06,0.05,0.02,0.0,0.19,0.29,0.39,0.02,0.12,0.0,0.0,1.287,0.053,2008848
2019,Club Plus Superannuation Scheme,95275115088,0,0,0,Industry,0.02,0.1,0.18,0.12,0.13,0.16,0.15,0.09,0.04,0.01,0.0,0.19,0.48,0.11,0.11,0.08,0.03,0.0,0.0,0.13,0.18,0.47,0.12,0.06,0.0,0.04,0.91,0.062,2998631
2019,Club Super,12737334298,0,1,HOSTPLUS Superannuation Fund,Industry,0.03,0.11,0.19,0.14,0.14,0.16,0.12,0.08,0.03,0.0,0.0,0.23,0.48,0.11,0.1,0.06,0.01,0.0,0.0,0.09,0.18,0.53,0.13,0.06,0.0,0.01,1.018,0.042,604000
2019,Colonial First State FirstChoice Superannuation Trust,26458298557,0,0,0,Retail,0.0,0.04,0.1,0.08,0.08,0.12,0.17,0.17,0.14,0.1,0.01,0.14,0.25,0.11,0.16,0.17,0.13,0.03,0.01,0.15,0.22,0.48,0.05,0.04,0.0,0.06,1.205,0.064,80286062
2019,Colonial First State Rollover & Superannuation Fund,88854638840,0,0,0,Retail,0.0,0.0,0.08,0.15,0.2,0.21,0.13,0.07,0.05,0.09,0.02,0.01,0.26,0.2,0.23,0.18,0.1,0.01,0.0,0.17,0.12,0.67,0.04,0.01,0.0,0.0,5.352,0.077,2766982
2019,CommInsure Corporate Insurance Superannuation Trust,49968181565,0,0,0,Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.347,0.889,2503
2019,Commonwealth Bank Group Super,24248426878,0,0,0,Corporate,0.0,0.06,0.18,0.14,0.15,0.16,0.12,0.07,0.04,0.04,0.02,0.01,0.23,0.15,0.19,0.19,0.15,0.05,0.02,0.08,0.45,0.33,0.08,0.05,0.0,0.01,1.165,0.074,12748684
2019,Commonwealth Essential Super,56601925435,0,0,0,Retail,0.05,0.37,0.28,0.1,0.07,0.06,0.04,0.02,0.01,0.0,0.0,0.24,0.61,0.09,0.04,0.02,0.0,0.0,0.0,0.11,0.08,0.64,0.07,0.08,0.0,0.03,0.765,0.073,3784932
2019,CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND,75493363262,0,0,0,Industry,0.02,0.13,0.22,0.14,0.14,0.15,0.11,0.06,0.03,0.01,0.0,0.11,0.38,0.14,0.15,0.14,0.07,0.01,0.0,0.03,0.22,0.5,0.13,0.11,0.0,0.02,0.457,0.069,53168127
2019,Crescent Wealth Superannuation Fund,71302958449,0,0,0,Retail,0.01,0.24,0.46,0.12,0.09,0.05,0.01,0.0,0.0,0.0,0.0,0.22,0.45,0.14,0.12,0.05,0.0,0.0,0.0,0.27,0.0,0.55,0.17,0.0,0.0,0.0,0.226,0.035,251392
2019,Crown Employees (NSW Fire Brigades Firefighting Staff Death & Disability) Superannuation Fund,60532453567,0,0,0,Public Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952,-0.569,3648
2019,CSS Fund,19415776361,0,0,0,Public Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.13,0.47,0.09,0.01,0.0,0.13,1.136,0.07255914665842454,64136797
